farmer_id,farm_id,farm_type,size_ha,disposition,age,inherited,succession_stage,loan_principal,loan_rate,current_debt,debt_payments,debt_maturity,debt_free,debt_service_ratio,n_holdings,n_local_links,n_catchment_links,Build_Wetland,Clean_Races,Farm_Plan,Riparian_Planting,x,y
27306,29974,Dairy,160,for_profit,79,TRUE,1,6400,3,6400,430,0,FALSE,0.001,2,11,8,0,2,2,1,107,170
27307,28845,Dairy,128,for_profit,58,TRUE,2,0,0,0,0,21,TRUE,0,1,8,11,0,1,0,0,75,263
27308,29945,Forest,64,for_profit,71,TRUE,4,129501,3,39864.067391253586,8705,20,FALSE,0.091,1,10,9,0,0,0,0,92,115
27309,29880,Crop,80,for_profit,38,TRUE,3,960,3,960,65,0,FALSE,0,2,12,11,2,0,0,0,84,125
27310,29977,SNB,96,pro_environmental,32,TRUE,3,3251,3,3251,272,5,FALSE,0,3,14,12,3,0,2,2,28,258
27311,29893,Forest,96,for_profit,55,TRUE,2,1440,3,1440,97,0,FALSE,0,2,15,9,1,1,0,0,47,129
27312,29531,SNB,64,pro_environmental,79,TRUE,2,1877,3,577.7936424690388,220,20,FALSE,0.003,2,7,11,1,0,1,2,105,190
27313,28837,Dairy,112,pro_environmental,53,FALSE,1,373438,3,373438,43778,10,FALSE,0.208,1,13,13,0,1,0,1,120,131
27314,28741,SNB,272,for_profit,70,FALSE,1,800,3,800,54,5,FALSE,0.001,4,12,11,2,0,4,2,86,95
27315,30464,Forest,64,for_profit,46,FALSE,3,196564,3,157726.24685350724,13212,10,FALSE,0.361,1,15,16,0,0,0,0,127,217
27316,28993,Dairy,80,for_profit,53,TRUE,4,1600,3,1600,108,0,FALSE,0.012,3,8,14,2,2,0,3,148,218
27317,30176,Dairy,96,for_profit,61,FALSE,2,774562,3,774562,52063,5,FALSE,0.41,1,11,12,0,0,0,0,44,241
27318,29965,Dairy,304,for_profit,66,TRUE,2,2062,3,1654.5833469604402,173,10,FALSE,0,5,14,12,3,0,5,2,88,81
27319,29961,Dairy,112,for_profit,29,TRUE,2,1576,3,1576,344,15,FALSE,0,2,12,9,1,2,1,0,120,103
27320,29374,Forest,64,for_profit,61,FALSE,4,205407,3,117772.90101500243,13807,15,FALSE,0.266,1,15,13,0,0,0,0,110,159
27321,30110,Forest,80,for_profit,76,FALSE,3,0,0,0,0,21,TRUE,0,1,14,14,0,0,0,0,78,172
27322,29337,Crop,32,for_profit,57,FALSE,1,-31968,3,-31968,-2149,0,FALSE,0.071,1,13,10,0,0,1,1,56,234
27323,29030,SNB,80,for_profit,48,FALSE,2,79201,3,79201,6634,10,FALSE,0.334,1,10,15,0,0,1,1,71,276
27324,28897,SNB,48,for_profit,53,FALSE,4,109863,3,62991.44734216075,9203,15,FALSE,0.362,2,13,18,0,0,0,0,25,267
27325,30132,Dairy,176,pro_environmental,70,FALSE,2,1280,3,1280,86,0,FALSE,0.171,6,14,12,2,3,0,4,92,120
27326,29811,Dairy,80,for_profit,54,TRUE,4,577,3,462.99446711744616,48,10,FALSE,0,1,10,7,0,1,1,1,88,208
27327,30367,Dairy,128,for_profit,65,TRUE,3,642,3,515.1515561341429,54,10,FALSE,0,3,15,8,0,1,3,2,97,203
27328,29935,Dairy,48,for_profit,52,FALSE,4,541889,3,541889,36423,5,FALSE,0.781,2,12,12,0,0,1,0,108,106
27329,29983,Dairy,80,for_profit,52,TRUE,1,0,0,0,0,21,TRUE,0,1,13,10,1,1,0,0,80,232
27330,29353,Dairy,80,pro_environmental,59,TRUE,2,3627,3,2079.5898483567444,425,15,FALSE,0.001,1,14,14,0,1,1,0,44,267
27331,30462,SNB,224,pro_environmental,45,FALSE,2,205614,3,205614,24104,15,FALSE,0.431,3,12,15,0,0,2,0,102,243
27332,30454,SNB,464,for_profit,61,TRUE,3,18251,3,18251,1529,10,FALSE,0.019,3,9,18,3,0,3,3,4,303
27333,29493,Dairy,64,for_profit,61,TRUE,4,64,3,64,4,0,FALSE,0,3,11,8,3,0,3,2,97,250
27334,29115,Forest,240,for_profit,76,TRUE,1,0,0,0,0,21,TRUE,0,6,14,10,0,0,0,0,137,32
27335,30327,Crop,144,pro_environmental,63,TRUE,3,-30041,3,-9247.468733837182,-3522,20,FALSE,-0.003,2,11,11,2,0,1,0,114,139
27336,29203,Dairy,48,pro_environmental,57,TRUE,3,1362,3,1362,297,15,FALSE,0.002,3,14,11,2,0,0,2,9,308
27337,28944,Dairy,112,for_profit,77,TRUE,1,5600,3,5600,376,5,FALSE,0.003,1,11,14,0,1,1,1,75,156
27338,30571,SNB,256,for_profit,52,TRUE,2,6618,3,5310.394078653828,554,10,FALSE,0.007,2,8,12,1,1,1,1,140,112
27339,29213,Dairy,80,for_profit,60,FALSE,3,1034773,3,593301.1927636211,69553,15,FALSE,0.4,2,13,9,0,1,0,2,125,164
27340,29339,Dairy,176,pro_environmental,57,FALSE,3,2079279,3,2079279,139760,5,FALSE,0.758,4,11,13,1,0,3,0,49,221
27341,29578,Dairy,48,for_profit,76,FALSE,3,1594,3,1594,134,5,FALSE,0,1,12,14,1,0,1,1,74,153
27342,30588,SNB,240,for_profit,70,FALSE,3,287592,3,287592,24091,10,FALSE,0.604,2,6,12,2,0,0,2,36,228
27343,29918,Dairy,240,for_profit,51,FALSE,2,1933125,3,1551171.8877754128,129936,10,FALSE,0.5,3,10,11,2,1,0,0,46,117
27344,29936,SNB,144,for_profit,52,FALSE,3,1786718,3,1024439.0997177463,120096,15,FALSE,0.399,4,12,11,0,0,0,2,95,195
27345,29908,Dairy,96,for_profit,45,FALSE,2,404322,3,404322,27177,5,FALSE,0.201,3,12,12,2,3,3,1,81,189
27346,29667,Dairy,112,pro_environmental,64,TRUE,2,198,3,198,43,15,FALSE,0,3,13,14,3,0,3,0,140,126
27347,29120,Dairy,128,for_profit,64,FALSE,4,1768074,3,1768074,118842,5,FALSE,0.703,1,15,9,1,1,0,1,122,162
27348,29546,Dairy,64,for_profit,77,FALSE,3,805071,3,247823.60444123147,54113,20,FALSE,0.213,1,12,13,0,0,1,0,28,263
27349,30118,Dairy,48,pro_environmental,53,TRUE,3,1920,3,1100.8581496677557,129,15,FALSE,0.001,1,8,11,0,1,1,0,110,44
27350,29917,Forest,48,pro_environmental,62,FALSE,2,438555,3,251451.48220184506,29478,15,FALSE,0.288,1,15,11,0,0,0,0,53,271
27351,30096,Dairy,96,for_profit,82,FALSE,2,0,0,0,0,21,TRUE,0,3,8,11,0,0,2,0,108,81
27352,29377,Forest,64,for_profit,69,FALSE,3,214493,3,66027.00679494487,14417,20,FALSE,0.149,1,11,10,0,0,0,0,98,162
27353,29784,Dairy,32,for_profit,62,FALSE,3,218162,3,218162,14664,5,FALSE,0.478,2,13,15,1,1,0,1,104,158
27354,30279,SNB,240,for_profit,85,TRUE,4,5677,3,5677,476,5,FALSE,0.009,3,10,14,2,0,0,0,104,66
27355,30556,Dairy,64,for_profit,66,TRUE,1,0,0,0,0,21,TRUE,0,1,13,12,0,0,1,0,59,236
27356,29321,Dairy,80,for_profit,55,TRUE,3,4000,3,2293.4544784744908,269,15,FALSE,0.002,1,11,9,0,1,0,1,22,260
27357,30188,Dairy,64,for_profit,61,FALSE,3,1600,3,1600,108,0,FALSE,0.206,2,18,12,0,0,2,1,52,148
27358,28849,Forest,256,for_profit,57,FALSE,2,48461,3,14917.665267816776,10582,20,FALSE,0.013,2,9,10,0,0,1,1,86,286
27359,30455,Forest,48,for_profit,53,FALSE,3,309953,3,309953,20834,5,FALSE,0.728,1,13,10,0,0,0,0,98,143
27360,29059,Dairy,96,for_profit,52,FALSE,3,457955,3,457955,30782,5,FALSE,0.238,2,15,12,0,0,0,0,81,173
27361,29157,Dairy,192,for_profit,49,FALSE,2,1894502,3,583181.2526610969,127340,20,FALSE,0.219,5,12,17,0,0,0,0,92,77
27362,30419,Dairy,96,for_profit,59,TRUE,1,4000,3,3209.667016412105,269,10,FALSE,0.002,2,13,14,0,2,0,2,132,22
27363,30357,Dairy,80,for_profit,71,FALSE,4,320,3,320,22,0,FALSE,0.152,1,12,15,1,1,1,0,144,215
27364,29564,Dairy,64,pro_environmental,50,TRUE,3,598,3,598,131,15,FALSE,0.001,3,13,15,3,3,3,1,149,235
27365,29807,Forest,80,for_profit,51,TRUE,4,0,0,0,0,21,TRUE,0,1,13,10,0,0,0,0,67,270
27366,29528,Dairy,48,for_profit,45,FALSE,3,397987,3,397987,26751,5,FALSE,0.422,1,15,15,0,0,0,1,138,212
27367,28934,Dairy,128,pro_environmental,59,TRUE,5,1760,3,1760,118,0,FALSE,0,5,13,14,1,5,5,0,123,171
27368,30070,Forest,64,for_profit,52,FALSE,2,928639,3,532447.8183590182,62419,15,FALSE,0.382,1,11,11,0,0,0,0,115,97
27369,29863,Dairy,160,for_profit,48,TRUE,4,4595,3,4595,539,10,FALSE,0,2,11,11,2,0,0,0,15,290
27370,29252,Dairy,224,for_profit,73,FALSE,3,11200,3,11200,753,5,FALSE,0.003,1,12,10,0,0,0,1,83,168
27371,30033,SNB,160,pro_environmental,65,FALSE,2,2854,3,2854,623,15,FALSE,0.053,4,10,11,4,0,4,4,53,164
27372,30399,Forest,304,for_profit,38,FALSE,2,904350,3,904350,60787,5,FALSE,0.348,2,15,13,0,0,1,1,179,22
27373,28995,Dairy,320,for_profit,60,FALSE,3,1440,3,1440,97,5,FALSE,0,2,10,11,1,0,2,0,144,71
27374,29607,Dairy,32,for_profit,60,FALSE,4,471687,3,471687,31705,5,FALSE,0.778,2,10,12,1,0,1,0,135,128
27375,29193,Forest,128,for_profit,54,FALSE,3,0,0,0,0,21,TRUE,0,1,13,8,0,0,0,0,100,161
27376,30473,Dairy,80,for_profit,65,TRUE,2,192,3,192,13,5,FALSE,0,2,12,17,0,2,1,2,90,218
27377,29662,Dairy,144,for_profit,42,TRUE,2,0,0,0,0,21,TRUE,0,3,17,14,0,0,1,0,133,23
27378,30152,Dairy,128,for_profit,73,TRUE,2,806,3,806,94,10,FALSE,0,1,15,10,0,1,1,1,82,199
27379,29576,Dairy,80,pro_environmental,50,TRUE,2,800,3,641.9334032824211,54,10,FALSE,0,2,14,7,0,1,0,2,11,306
27380,28973,SNB,112,pro_environmental,61,TRUE,2,1062,3,1062,232,15,FALSE,0.014,2,9,10,2,0,1,2,109,240
27381,29238,Dairy,160,for_profit,49,TRUE,3,0,0,0,0,21,TRUE,0,3,17,9,3,0,3,2,91,223
27382,29920,Crop,48,for_profit,50,TRUE,4,0,0,0,0,21,TRUE,0,2,13,11,2,0,1,0,115,127
27383,28757,Dairy,128,pro_environmental,79,FALSE,1,1934,3,1934,422,15,FALSE,0.001,1,13,11,0,1,1,0,82,242
27384,30320,Dairy,80,for_profit,42,FALSE,2,742795,3,742795,49927,5,FALSE,0.5,2,11,18,0,0,2,0,113,81
27385,29854,Forest,176,for_profit,74,FALSE,2,0,0,0,0,21,TRUE,0,1,12,14,0,0,0,0,93,136
27386,30377,Forest,208,for_profit,78,FALSE,1,0,0,0,0,21,TRUE,0,1,12,11,0,0,0,0,113,146
27387,29229,Dairy,32,for_profit,55,FALSE,2,299417,3,299417,20126,5,FALSE,0.557,1,11,12,0,0,0,1,53,111
27388,30009,Forest,128,for_profit,39,TRUE,3,900907,3,516547.2984597545,60555,15,FALSE,0.584,1,12,14,0,0,0,0,133,98
27389,30031,SNB,96,for_profit,63,TRUE,3,1920,3,591.030257613508,129,20,FALSE,0.002,2,13,16,1,0,0,0,103,249
27390,29163,SNB,800,for_profit,48,TRUE,2,1440,3,1155.4801259083579,97,10,FALSE,0,4,11,9,2,0,2,2,92,164
27391,30340,Dairy,80,pro_environmental,66,TRUE,2,1196,3,1196,140,10,FALSE,0,2,12,12,2,1,2,1,132,115
27392,29084,Forest,48,pro_environmental,32,FALSE,6,97981,3,97981,6586,5,FALSE,0.299,1,15,13,0,0,0,0,90,232
27393,30288,Dairy,96,for_profit,65,FALSE,2,445597,3,445597,29951,5,FALSE,0.257,3,12,9,0,2,0,2,123,74
27394,29255,SNB,320,for_profit,59,TRUE,2,0,0,0,0,21,TRUE,0,4,10,7,0,0,0,0,101,272
27395,29303,Dairy,96,for_profit,59,FALSE,2,1324138,3,1324138,89003,5,FALSE,0.642,2,14,14,0,1,2,0,91,180
27396,29990,SNB,272,pro_environmental,48,FALSE,2,380476,3,380476,25574,5,FALSE,0.696,2,7,9,0,0,1,0,109,196
27397,29226,Dairy,240,pro_environmental,69,FALSE,3,3241387,3,2600943.235331746,217872,10,FALSE,0.557,2,13,15,2,0,2,0,46,139
27398,28765,SNB,112,for_profit,55,TRUE,3,800,3,246.26260733896163,54,20,FALSE,0.001,2,8,13,0,0,1,2,139,202
27399,29810,Dairy,96,for_profit,47,TRUE,2,2880,3,2310.9602518167158,194,10,FALSE,0.001,1,11,8,1,0,1,1,54,124
27400,29003,Dairy,112,pro_environmental,64,TRUE,3,5600,3,4493.533822976947,376,10,FALSE,0.002,1,12,11,0,1,0,1,80,148
27401,28763,SNB,112,pro_environmental,62,FALSE,2,192,3,192,13,0,FALSE,0,2,11,11,2,0,2,0,113,83
27402,29658,Dairy,112,for_profit,39,TRUE,3,3360,3,1034.3029508236389,226,20,FALSE,0,1,11,8,1,0,1,0,66,200
27403,29263,Dairy,192,for_profit,45,TRUE,2,4640,3,4640,312,5,FALSE,0.001,3,11,12,3,1,0,3,103,197
27404,30097,Dairy,176,for_profit,53,FALSE,2,145930,3,145930,31864,15,FALSE,0.086,3,14,10,0,0,2,3,124,47
27405,29045,Dairy,80,for_profit,74,FALSE,1,1551,3,1551,339,15,FALSE,0.002,1,13,10,0,1,1,1,60,165
27406,30111,Dairy,128,for_profit,63,FALSE,2,3075,3,3075,258,5,FALSE,0.001,3,7,10,2,1,3,3,72,108
27407,30584,Crop,48,pro_environmental,81,FALSE,1,0,0,0,0,21,TRUE,0,2,11,11,1,0,1,1,87,150
27408,30157,Forest,64,for_profit,63,FALSE,3,549687,3,315170.52797730186,36948,15,FALSE,0.459,2,11,15,0,0,0,0,82,185
27409,29047,Forest,208,for_profit,39,TRUE,2,0,0,0,0,21,TRUE,0,1,7,8,0,0,0,0,81,221
27410,28967,Crop,80,for_profit,78,FALSE,2,2400,3,1925.800209847263,161,10,FALSE,0.001,2,8,10,2,0,0,2,111,132
27411,29429,Dairy,112,pro_environmental,67,FALSE,2,493362,3,395881.9346377772,33162,10,FALSE,0.206,3,17,10,0,0,3,2,144,231
27412,28864,Dairy,112,for_profit,59,FALSE,2,448,3,448,30,0,FALSE,0.178,1,13,14,0,1,1,0,87,200
27413,29635,Dairy,656,for_profit,73,FALSE,3,1418615,3,1418615,309761,15,FALSE,0.215,3,10,12,2,2,0,1,51,252
27414,29313,Dairy,80,pro_environmental,80,TRUE,0,4000,3,4000,269,0,FALSE,0.001,1,12,9,0,0,1,1,56,238
27415,29960,Dairy,64,for_profit,48,TRUE,2,480,3,480,32,0,FALSE,0,2,10,12,2,2,0,2,133,127
27416,29384,Dairy,80,for_profit,58,TRUE,2,0,0,0,0,21,TRUE,0,2,13,13,2,1,0,0,147,213
27417,29993,SNB,96,pro_environmental,63,FALSE,2,32989,3,26470.926301104733,2763,10,FALSE,0.136,1,17,13,0,0,1,0,58,114
27418,30125,SNB,208,for_profit,51,TRUE,5,40316,3,40316,8803,20,FALSE,0.096,1,12,12,1,0,1,0,65,119
27419,29642,Forest,96,for_profit,64,FALSE,3,598128,3,342944.83507524757,40204,15,FALSE,0.517,1,17,11,0,0,0,0,119,142
27420,30520,Dairy,128,for_profit,55,TRUE,3,1600,3,1600,108,0,FALSE,0,4,11,13,3,0,2,3,14,292
27421,30183,Forest,304,for_profit,49,FALSE,3,467442,3,375083.2923714268,31419,10,FALSE,0.212,5,13,9,2,1,0,4,80,131
27422,30479,Dairy,224,for_profit,53,TRUE,1,16337,3,9367.041453709438,1915,15,FALSE,0.002,1,14,15,0,1,0,1,64,202
27423,29500,Dairy,96,for_profit,65,TRUE,1,0,0,0,0,21,TRUE,0,2,11,9,1,0,2,0,127,111
27424,29498,Dairy,160,for_profit,83,TRUE,1,2560,3,2560,172,0,FALSE,0,2,12,15,0,2,2,1,70,122
27425,30140,Dairy,128,for_profit,55,TRUE,3,6811,3,5465.260512195712,571,10,FALSE,0.002,1,15,13,0,0,1,1,75,243
27426,28887,Dairy,96,pro_environmental,60,TRUE,2,1985,3,1985,433,15,FALSE,0.001,2,11,10,2,2,2,1,96,88
27427,30011,SNB,112,for_profit,60,TRUE,3,-28425,3,-16297.86088765935,-2381,15,FALSE,-0.051,3,9,13,3,2,0,0,40,259
27428,29064,Dairy,176,for_profit,78,TRUE,1,1600,3,1600,108,0,FALSE,0,2,14,14,0,2,2,1,86,160
27429,29577,Forest,96,pro_environmental,78,TRUE,3,0,0,0,0,21,TRUE,0,2,12,12,0,0,0,0,128,80
27430,28914,SNB,128,for_profit,57,TRUE,4,0,0,0,0,21,TRUE,0,1,16,11,0,0,1,0,68,186
27431,30393,Dairy,96,for_profit,38,FALSE,4,157143,3,157143,34313,15,FALSE,0.167,1,14,13,1,0,1,0,79,271
27432,29692,SNB,240,for_profit,65,FALSE,1,4320,3,4320,290,5,FALSE,0.006,4,10,16,1,0,0,0,129,153
27433,29172,Dairy,96,for_profit,64,TRUE,3,0,0,0,0,21,TRUE,0,2,8,19,0,2,0,0,97,170
27434,29542,Dairy,96,for_profit,61,TRUE,2,2216,3,2216,484,15,FALSE,0,2,11,10,2,0,2,0,122,148
27435,28746,Forest,64,for_profit,65,FALSE,2,128,3,128,9,0,FALSE,0.122,2,12,12,0,0,1,0,125,146
27436,30388,SNB,304,for_profit,72,FALSE,2,29418,3,29418,6424,20,FALSE,0.035,3,13,15,2,0,0,3,56,118
27437,29848,Dairy,64,for_profit,52,TRUE,4,1920,3,1920,129,0,FALSE,0,1,10,13,1,0,0,0,85,230
27438,29568,Dairy,48,for_profit,72,FALSE,3,249134,3,142844.37201006594,16746,15,FALSE,0.163,1,10,11,0,1,0,0,97,201
27439,30124,Dairy,96,for_profit,71,TRUE,3,5768,3,5768,483,5,FALSE,0.002,2,14,8,0,1,1,0,62,196
27440,29362,SNB,96,for_profit,59,FALSE,2,59791,3,59791,7009,15,FALSE,0.31,2,7,14,2,0,2,2,152,89
27441,28999,Dairy,64,for_profit,71,FALSE,2,548295,3,168780.69536364498,64277,20,FALSE,0.119,1,14,11,1,1,0,0,132,129
27442,29350,Dairy,80,for_profit,45,TRUE,2,0,0,0,0,21,TRUE,0,1,14,10,0,0,0,1,50,236
27443,28969,Dairy,80,for_profit,40,FALSE,3,674170,3,674170,45315,5,FALSE,0.429,1,13,9,0,0,1,0,110,157
27444,29973,Dairy,112,for_profit,40,TRUE,2,5600,3,3210.8362698642873,376,15,FALSE,0.002,1,12,13,0,1,0,1,31,266
27445,30384,Dairy,64,for_profit,69,FALSE,4,374724,3,214853.10899796878,25187,15,FALSE,0.184,1,15,8,1,1,0,0,67,245
27446,29048,Dairy,128,pro_environmental,71,TRUE,3,3040,3,3040,204,0,FALSE,0,3,12,12,2,2,0,2,97,187
27447,29539,SNB,96,for_profit,64,FALSE,4,45261,3,25951.010787558484,3042,15,FALSE,0.134,1,12,12,0,0,0,0,26,252
27448,30078,SNB,64,for_profit,66,TRUE,3,0,0,0,0,21,TRUE,0,2,13,12,1,0,1,1,128,50
27449,28959,Dairy,160,for_profit,72,FALSE,4,600391,3,344242.3569464445,40356,15,FALSE,0.118,1,12,11,1,0,0,1,75,250
27450,30016,Dairy,112,for_profit,36,FALSE,3,1581854,3,1581854,106325,5,FALSE,0.775,1,14,12,0,0,1,0,77,259
27451,30043,Forest,128,pro_environmental,76,FALSE,1,0,0,0,0,21,TRUE,0,2,11,13,0,1,1,0,104,143
27452,29206,Dairy,80,pro_environmental,60,FALSE,3,163509,3,163509,35703,15,FALSE,0.209,3,13,8,0,2,2,2,138,107
27453,30538,Dairy,96,for_profit,61,TRUE,3,384,3,308.1280335755621,26,10,FALSE,0,1,14,14,0,1,1,0,76,185
27454,30562,Forest,80,for_profit,51,TRUE,3,64,3,64,4,0,FALSE,0,3,13,11,2,0,1,2,95,90
27455,29573,Dairy,128,for_profit,53,FALSE,2,1416632,3,1416632,95220,5,FALSE,0.629,3,9,13,0,0,1,2,118,171
27456,29296,Forest,80,for_profit,53,FALSE,2,143612,3,143612,9653,5,FALSE,0.606,1,16,12,0,0,0,0,73,281
27457,30074,SNB,96,for_profit,65,TRUE,2,0,0,0,0,21,TRUE,0,2,9,12,2,1,0,0,131,60
27458,28839,Forest,80,for_profit,76,TRUE,4,64,3,51.35467226259368,4,10,FALSE,0,2,6,10,0,0,1,0,13,328
27459,30020,Dairy,112,pro_environmental,41,FALSE,2,1565201,3,1565201,105206,5,FALSE,0.726,3,10,14,1,3,0,3,116,174
27460,30493,Dairy,80,for_profit,57,FALSE,3,566515,3,324819.090968244,38079,15,FALSE,0.223,1,10,8,0,1,1,1,70,266
27461,30102,Dairy,64,for_profit,61,TRUE,2,2747,3,1575.0298630923567,322,15,FALSE,0.001,2,13,13,2,1,2,2,126,104
27462,28919,Dairy,64,pro_environmental,61,FALSE,2,4741,3,4741,397,5,FALSE,0.002,1,14,11,1,0,0,1,79,275
27463,29625,Dairy,64,pro_environmental,59,TRUE,3,2400,3,2400,161,0,FALSE,0,2,12,11,2,2,0,2,46,226
27464,29962,Forest,144,for_profit,77,TRUE,2,0,0,0,0,21,TRUE,0,4,9,12,0,0,0,1,126,66
27465,29334,Dairy,144,for_profit,59,TRUE,3,384,3,384,26,5,FALSE,0,2,12,8,0,0,2,2,115,57
27466,29351,Forest,288,for_profit,36,FALSE,4,2536487,3,2536487,170492,5,FALSE,0.724,6,13,14,1,3,3,0,90,125
27467,30567,Dairy,128,for_profit,67,FALSE,1,523,3,160.99417954784616,61,20,FALSE,0,2,10,13,0,2,2,2,75,152
27468,30305,Forest,304,for_profit,60,FALSE,2,320409,3,183710.86399838328,37562,15,FALSE,0.101,3,11,13,2,0,0,0,149,55
27469,30525,Dairy,64,for_profit,61,TRUE,2,0,0,0,0,21,TRUE,0,1,12,15,0,0,0,0,107,159
27470,29438,Dairy,112,pro_environmental,75,FALSE,1,2347,3,2347,275,10,FALSE,0.001,3,10,13,0,1,2,2,80,143
27471,29888,Dairy,144,for_profit,63,TRUE,4,4000,3,4000,269,5,FALSE,0.002,3,14,13,3,1,0,2,65,124
27472,30339,Dairy,160,for_profit,68,FALSE,2,448,3,448,30,0,FALSE,0,2,11,12,2,0,2,0,51,263
27473,28786,Dairy,144,for_profit,70,FALSE,2,1609682,3,1291635.8055780674,108196,10,FALSE,0.48,2,10,11,1,2,0,2,75,134
27474,29236,Dairy,80,pro_environmental,41,FALSE,3,1056245,3,1056245,70996,5,FALSE,0.773,2,11,14,0,1,0,0,91,148
27475,29834,Dairy,80,for_profit,71,FALSE,5,797595,3,457311.95618971536,53611,15,FALSE,0.304,3,10,10,0,3,0,0,70,138
27476,29666,Dairy,64,for_profit,62,FALSE,3,484561,3,484561,32570,5,FALSE,0.416,1,12,13,1,0,1,1,71,274
27477,28931,Dairy,112,for_profit,65,FALSE,4,987269,3,792201.1864065407,66360,10,FALSE,0.368,3,15,7,1,3,0,2,43,145
27478,30387,Dairy,144,for_profit,65,TRUE,3,0,0,0,0,21,TRUE,0,3,13,13,2,0,2,1,136,99
27479,29712,Dairy,176,pro_environmental,70,FALSE,3,1593607,3,913716.2777695744,107115,15,FALSE,0.285,1,12,12,1,0,1,1,66,282
27480,29707,Dairy,112,for_profit,55,FALSE,1,981060,3,787218.980780315,65943,10,FALSE,0.386,1,10,13,1,0,0,1,71,246
27481,29841,Dairy,240,for_profit,64,FALSE,2,1613504,3,925124.4937091263,108453,15,FALSE,0.3,4,13,9,0,2,3,1,175,38
27482,30325,Dairy,112,for_profit,72,TRUE,4,480,3,480,32,0,FALSE,0,4,11,11,2,0,2,4,93,148
27483,29304,Dairy,208,for_profit,51,TRUE,3,4480,3,4480,301,0,FALSE,0,2,10,13,0,1,1,0,51,157
27484,30503,Dairy,224,for_profit,59,TRUE,2,0,0,0,0,21,TRUE,0,1,9,11,0,0,0,0,62,211
27485,30574,SNB,192,pro_environmental,59,FALSE,2,631738,3,194466.80879387617,42463,20,FALSE,0.2,5,9,12,0,0,5,3,97,263
27486,29239,Forest,80,pro_environmental,37,FALSE,1,1093958,3,877810.2274850385,73531,10,FALSE,0.519,2,11,12,0,1,1,0,105,86
27487,30117,SNB,368,for_profit,53,TRUE,1,1152,3,1152,77,0,FALSE,0.01,3,13,14,3,0,1,1,40,255
27488,29655,Dairy,112,for_profit,50,TRUE,2,2381,3,1365.1787783119407,279,15,FALSE,0.001,4,15,9,0,2,4,0,87,176
27489,29674,Dairy,96,for_profit,60,FALSE,2,894166,3,512682.2542999054,60102,15,FALSE,0.329,4,15,10,3,3,0,0,135,61
27490,28952,Dairy,272,pro_environmental,67,TRUE,2,4144,3,4144,486,10,FALSE,0.001,5,10,11,5,5,5,5,101,113
27491,29325,Dairy,96,for_profit,62,FALSE,1,4800,3,2752.145374169389,323,15,FALSE,0.002,1,11,17,1,0,0,1,93,249
27492,30239,Forest,80,for_profit,57,TRUE,3,291546,3,89746.09764905613,19596,20,FALSE,0.255,3,11,11,0,0,0,0,122,76
27493,29820,Dairy,128,pro_environmental,76,FALSE,1,320,3,183.47635827795926,22,15,FALSE,0,2,9,11,0,0,1,0,79,228
27494,30066,Dairy,144,for_profit,57,TRUE,2,640,3,640,43,0,FALSE,0,3,11,14,1,3,0,3,79,141
27495,29732,SNB,96,for_profit,67,TRUE,3,-12774,3,-12774,-1070,5,FALSE,0.02,2,9,12,2,1,0,2,27,247
27496,30329,Dairy,48,for_profit,61,FALSE,2,649253,3,520971.4848516521,43640,10,FALSE,0.581,2,11,11,1,1,0,0,118,165
27497,29215,Dairy,96,for_profit,68,TRUE,1,3200,3,3200,215,0,FALSE,0,2,11,12,0,2,2,1,90,152
27498,29857,SNB,176,for_profit,58,FALSE,2,0,0,0,0,21,TRUE,0,1,11,12,0,0,0,1,100,133
27499,28846,SNB,144,for_profit,66,FALSE,3,158523,3,90891.32107280292,10655,15,FALSE,0.233,2,13,18,1,0,0,0,65,129
27500,29563,Dairy,96,for_profit,67,TRUE,3,800,3,800,54,0,FALSE,0,4,10,9,3,0,3,2,47,112
27501,29721,Forest,64,for_profit,45,TRUE,3,504174,3,504174,59105,15,FALSE,1.154,1,11,12,0,0,0,0,83,133
27502,30579,SNB,80,for_profit,77,TRUE,1,0,0,0,0,21,TRUE,0,2,13,15,0,0,0,0,56,151
27503,30141,Dairy,224,for_profit,48,TRUE,5,1752643,3,1752643,205463,15,FALSE,0.4,2,11,14,2,0,2,2,44,259
27504,29345,Dairy,64,for_profit,67,TRUE,3,531,3,304.45608201748865,44,15,FALSE,0,3,8,11,2,0,3,3,116,171
27505,28972,Dairy,80,for_profit,60,TRUE,1,0,0,0,0,21,TRUE,0,1,9,10,0,0,0,0,107,140
27506,28879,Forest,288,pro_environmental,36,FALSE,2,609846,3,609846,40991,5,FALSE,0.404,3,9,13,0,0,0,0,146,19
27507,30143,Dairy,192,for_profit,64,TRUE,2,384,3,384,26,0,FALSE,0,4,9,20,4,0,4,4,121,34
27508,29718,Forest,416,pro_environmental,57,TRUE,2,0,0,0,0,21,TRUE,0,8,9,9,0,0,0,0,141,33
27509,29976,Dairy,80,for_profit,56,TRUE,2,2091,3,2091,457,15,FALSE,0.001,2,11,11,2,0,0,0,59,249
27510,29709,Forest,128,for_profit,67,FALSE,1,333776,3,102745.68503396158,22435,20,FALSE,0.118,1,9,11,0,0,0,0,65,278
27511,29033,Dairy,96,for_profit,55,FALSE,3,637813,3,365698.7703198126,42871,15,FALSE,0.189,2,19,12,0,0,2,1,86,223
